SSID,BSSID,RSSI,Auth,Channel,Label
HotelGuest3788,9d:7c:18:46:9b:c4,-39,WEP,10,fake
MyWiFi7854 Lobby,0c:c9:76:26:d1:ae,-87,WPA2-Enterprise,13,fake
office_wifi_4769!,b5:d9:04:f9:d3:e0,-54,WPA2-Enterprise,5,fake
Linda_1076,0b:2e:d0:e0:68:0c,-57,WPA2-Enterprise,11,real
_Guest5210,11:a2:72:95:db:fd,-40,WPA2-Enterprise,11,fake
Apartment-7902,9f:18:ef:2d:5b:21,-89,WPA2,5,real
Home_2997,15:06:69:71:6c:c6,-44,WEP,3,real
Free6150,dd:75:eb:1f:8c:39,-74,Open,13,fake
Campus_577,2d:fa:4b:e1:d1:61,-57,WPA2,11,real
NETGEAR2651 Lobby,2e:48:9d:1a:39:b2,-30,WPA2-Enterprise,10,fake
freewifi_500,20:25:25:b6:47:e3,-42,WPA2-Enterprise,3,fake
Guest-Guest1390,ab:85:18:96:33:08,-79,WPA2,6,fake
Residence-1137,dd:56:4d:e0:e1:96,-55,WPA3,7,real
Campus_3005,13:c0:a1:7b:8b:38,-78,WPA2,9,real
McDonalds331 Lobby,d9:c5:e7:b2:c8:28,-66,WPA2-Enterprise,9,fake
Public Linksys5124,6d:06:97:98:0f:18,-72,Open,4,fake
Anderson-659,67:a8:eb:6c:44:ad,-43,WEP,5,real
free_free_6057,ad:53:80:e1:e4:dd,-59,WEP,7,fake
mywifi1027,20:c4:b4:ce:e5:29,-70,WPA2-Enterprise,6,fake
Office7181,16:b4:2f:04:94:a9,-68,WEP,10,fake
NETGEAR_Guest,e9:de:cb:df:b0:22,-44,WEP,12,fake
Home_5312,90:c3:21:36:e1:8a,-74,WPA3,2,real
NET-8721,63:6a:43:6e:5d:89,-75,WPA2,6,real
Linksys_2983,25:19:4f:19:62:81,-56,WEP,4,real
NETGEAR WiFi 96,95:61:ff:6d:19:37,-55,Open,10,fake
wifi-wifi8505,b6:e4:bf:41:b3:af,-68,WPA2,1,fake
MyWiFiGuest9625,61:53:d1:bf:f4:3d,-51,WPA2-Enterprise,7,fake
BT-3620,8f:35:c2:82:f9:be,-61,Open,12,fake
Dorm_1172,c2:14:e2:55:89:0e,-59,WEP,1,real
Building_6460,34:1d:a7:6e:5c:a8,-46,WPA2-Enterprise,13,real
MyAP_6612,dc:ab:7e:d1:d5:19,-68,Open,8,real
Linda_2474,26:0a:3b:c4:b6:64,-66,WPA2-Enterprise,1,real
WiFi5942,fa:6c:45:0f:20:56,-81,WPA2-Enterprise,8,fake
Linda_5584,99:41:8e:24:2d:2f,-76,WPA2-Enterprise,11,real
Residence-2428,b2:df:04:5a:86:43,-66,WEP,13,real
NETGEAR9629 Office,4d:69:c2:d2:d5:e6,-33,WPA3,8,fake
guest shop4976,29:71:df:f0:d8:7c,-86,WPA2,12,fake
Free-796,4b:0a:6b:a3:81:d9,-53,WEP,10,fake
WiFi-WiFi2682,29:00:09:dd:71:71,-49,WPA3,12,fake
Secure-Secure3898,39:6d:63:d2:8c:77,-36,WPA3,2,fake
Apartment-9469,a6:7e:4e:e9:8f:cf,-35,WPA2,7,real
NETGEAR-NETGEAR!,97:e1:90:0e:7c:33,-75,WPA2,11,fake
Vodafone3544 Office,1c:7b:c4:a0:2b:1c,-60,WPA2-Enterprise,3,fake
Lobby-Lobby3033,9d:e4:e3:ed:28:fa,-86,WEP,12,fake
Office3120,45:29:9e:1f:e2:eb,-50,WPA3,10,fake
shopguest5798!,34:3a:42:3d:39:c3,-59,WPA2,7,fake
WiFi-WiFi5458!,5f:12:03:72:26:5a,-89,WPA3,3,fake
Xfinity8389 Lobby,c0:91:53:25:ad:ad,-61,Open,5,fake
NET-8662,ee:69:6a:35:b8:2f,-34,Open,11,real
FreeWiFi_4411-,7a:fc:ba:bf:93:28,-82,WPA2-Enterprise,7,fake
Smith-2846,15:f9:13:8d:bc:d7,-65,WPA2-Enterprise,13,real
LobbyGuest4149.,4f:4e:cb:2f:15:b0,-73,Open,4,fake
Linksys_2257,5a:b2:1b:73:45:69,-82,WPA2-Enterprise,4,real
Dorm-8229,10:76:19:d0:45:17,-86,WPA3,6,real
Tower-8341,06:dd:8c:9a:a0:8c,-55,WPA3,2,real
Linksys_7089,74:27:92:ac:b2:65,-33,Open,7,real
Office-1054,af:47:b1:45:b3:7e,-52,WEP,2,real
StarbucksGuest2836,cf:13:2e:13:40:8f,-38,WEP,4,fake
Xfinity-7964,72:64:04:e6:32:78,-37,WPA3,13,fake
Library9279 GuestNet,1e:11:15:35:99:f0,-81,WPA2-Enterprise,1,fake
Smith_851,a7:8c:6e:07:b5:0d,-85,Open,9,real
TPLink_4018,fc:72:a1:bc:14:cf,-87,WPA2-Enterprise,11,real
Dorm-8188,8a:d5:5e:27:eb:b3,-86,WPA3,9,real
Anderson-8440,d5:3a:5a:90:01:9d,-75,WPA3,9,real
Hotel_Guest.,b3:d7:f7:6f:03:f7,-30,Open,11,fake
Cafe2751-,fd:49:a2:42:7d:9d,-87,WPA3,3,fake
GuestNet_McDonalds8168,87:ce:92:51:92:ec,-86,WPA2,8,fake
Residence_5511,0b:9e:6c:03:b3:24,-73,Open,4,real
vodafone6065,61:dc:33:92:37:36,-41,Open,3,fake
Tower-727,82:01:5b:e0:44:4a,-48,Open,6,real
_Guest501,20:76:fb:22:36:3a,-67,WPA2-Enterprise,6,fake
Dorm_8860,1d:03:04:57:d7:79,-34,WPA3,13,real
Home-2166,1e:aa:2f:48:5d:e8,-62,Open,5,real
tplink-7479,19:89:a7:06:ab:a0,-42,WPA3,9,fake
Xfinity3709 WiFi,4d:66:13:e3:df:38,-42,WPA2-Enterprise,4,fake
Vodafone6100,36:07:1a:00:7b:75,-88,WPA2,4,fake
MyWiFi-9400,f3:6d:e0:d6:c7:8a,-60,WEP,10,fake
Campus-9614,48:86:bb:69:d2:c8,-42,WEP,11,real
Office_6926,35:07:66:af:5f:ed,-41,WEP,11,real
NET_8679,a5:00:95:a2:da:b6,-50,WPA2,1,real
Tower_2930,2c:63:f3:ce:b6:d8,-51,WPA3,5,real
Cafe-Cafe3914,ae:20:44:75:ed:8c,-58,Open,7,fake
McDonalds_Free_6041,5f:ec:78:aa:a1:09,-72,WPA2-Enterprise,1,fake
Airport_WiFi_1872,8c:f3:2b:ea:74:f7,-68,Open,13,fake
Tower-6761,ca:f3:1a:15:3d:ac,-89,WEP,7,real
Linda-9224,34:e2:85:12:20:d3,-49,WEP,10,real
TPLink_1769,85:7e:0b:0f:ec:bc,-34,WEP,6,real
freewifi 3222,b4:00:65:a3:75:4d,-36,Open,5,fake
Shop-198,9b:56:07:01:65:34,-30,WPA3,11,fake
TPLink-1304,9c:f1:37:2e:bb:3a,-43,WPA2-Enterprise,8,real
GuestNet_Guest8295,3b:38:e8:73:9e:2a,-41,WPA2,10,fake
MyAP_3475,b5:89:42:41:5e:59,-88,WEP,12,real
BT2138,97:8c:f9:d4:26:6b,-48,WPA2-Enterprise,8,fake
Free-1876,dc:9f:09:13:63:35,-89,WPA2,7,fake
Network BT1491,8b:74:1a:4f:a0:92,-65,Open,10,fake
Campus_3081,f2:dc:71:6d:35:a4,-67,WEP,1,real
FreeWiFi_786,5d:93:2d:e7:e5:98,-36,WPA3,3,fake
Airport_WiFi_7648,a2:d5:9d:ff:0d:9c,-66,Open,11,fake
BT9497,c0:bc:02:86:a7:47,-69,WPA2-Enterprise,6,fake
office_vodafone8977,2f:d5:e1:de:0a:d9,-79,WPA2,9,fake
_Guest_Shop5510-,47:8d:74:9c:b9:84,-89,WPA3,1,fake
Dorm_1331,e3:75:db:ac:08:a4,-86,WEP,4,real
TPLink_9126,c7:4c:8e:e6:cb:a2,-80,Open,9,real
McDonalds533 _Guest,e1:c2:18:c4:cd:62,-90,WPA3,10,fake
Vodafone_Free_3526,76:e0:bb:e3:4a:4b,-80,WPA2-Enterprise,7,fake
John_7746,80:a4:a6:20:72:5b,-59,WPA2-Enterprise,3,real
Home_2576,47:fc:d3:28:d9:a4,-49,WPA2-Enterprise,3,real
NET_8128,2b:a1:2c:b5:d0:77,-37,WPA3,3,real
 Guest2011,5b:a7:d1:84:28:4b,-69,WEP,5,fake
StarbucksGuest7575,db:38:e1:37:69:9f,-32,Open,12,fake
Anderson-1756,2a:83:a9:82:c4:02,-48,WPA2-Enterprise,13,real
Building_3476,6d:c7:71:f3:ef:f4,-71,WPA2-Enterprise,12,real
John_9648,ab:8d:0c:fa:2d:25,-37,WPA2-Enterprise,7,real
MyAP-2503,07:62:6f:f5:8d:f3,-58,Open,8,real
Building-8458,94:0b:da:85:10:55,-77,WPA2-Enterprise,6,real
freewifi_1737,e0:42:b6:e9:a5:e2,-76,WEP,2,fake
tplink-tplink!,dd:9c:87:ae:e8:0e,-90,Open,8,fake
Home_1484,0b:08:2e:48:56:f2,-71,WPA3,3,real
Airport1348.,a8:02:58:b7:93:64,-30,WPA2,5,fake
Office-6017,57:33:ee:55:bf:80,-48,WPA2-Enterprise,4,real
Residence_4464,8b:fc:cd:1a:86:e4,-60,WPA2-Enterprise,10,real
John-8945,5a:0c:4c:8a:a1:e5,-30,WPA2,9,real
TPLink-6730,8b:85:fa:36:6f:8d,-58,Open,5,real
NET-5821,54:d0:24:1b:5e:ae,-88,WPA2-Enterprise,2,real
MyHomeWiFi,43:77:44:ec:a6:a1,-49,WEP,4,real
BT-559,c8:ed:d0:7e:2e:3f,-63,WPA3,8,fake
TPLink_1488,f0:a0:5a:72:61:75,-32,WEP,12,real
Linksys_WiFi_1905,79:16:d2:ee:0d:85,-73,WEP,10,fake
FreeWiFi_7170,6e:b7:e7:9e:5f:00,-44,WPA2,13,fake
TPLink_Guest,a9:6e:b7:7c:46:c2,-73,Open,4,fake
TPLink-2573,c6:b8:48:68:af:ad,-67,WPA3,3,real
Campus-1757,02:47:3b:e9:62:9c,-67,WEP,2,real
Tower_7795,5c:d8:2f:32:b6:ae,-35,WPA3,10,real
Campus_WiFi_8064,38:67:ec:8b:91:d6,-86,WPA2-Enterprise,10,fake
Vodafone_Free_9166,5c:04:e5:c6:52:74,-87,Open,10,fake
Smith-8634,80:e9:46:01:b2:c6,-54,WPA2-Enterprise,3,real
Xfinity WiFi 4944,dc:d0:fd:9f:09:39,-50,WPA3,6,fake
TPLink-9894,d4:83:a6:3d:c6:97,-55,WPA2,6,real
John-41,60:81:e0:b0:60:c7,-70,WPA2,5,real
Dorm-4957,e2:04:6b:8e:2f:16,-71,WPA3,9,real
LibraryGuest9120,5e:08:7a:89:b2:7f,-75,WPA2,5,fake
Vodafone_WiFi_6655,ed:69:3a:88:08:e0,-53,Open,11,fake
CampusGuest1675,ff:0f:1d:3a:1c:db,-44,WPA2,3,fake
Shop7811,a9:72:13:10:ba:dc,-42,WPA2-Enterprise,1,fake
TPLink_721,7d:2c:8b:51:c6:9f,-69,WPA3,9,real
Dorm-9597,32:9b:17:ce:56:ea,-51,WEP,8,real
NET_5513,4e:b8:85:98:15:c1,-63,WPA2,2,real
Tower-2987,b0:4c:9c:02:83:a1,-78,Open,10,real
MyAP-756,76:fd:80:63:7d:17,-36,Open,11,real
Shop_WiFi_4646,8e:c1:15:6a:03:d4,-53,Open,13,fake
Office-feO,79:9f:fe:a3:dc:d8,-32,Open,8,fake
GuestNet McDonalds9596,a9:fb:f0:6c:c2:d8,-87,WPA2-Enterprise,10,fake
Campus-918,1d:20:fe:cf:7b:66,-34,WPA2,11,real
John-3000,41:72:a5:51:be:ed,-49,WPA2-Enterprise,1,real
NET_7954,ce:31:23:39:58:93,-33,WPA3,8,real
WiFi McDonalds1716,8f:8f:ed:21:64:39,-84,WPA2-Enterprise,1,fake
Public_Mall1422,79:35:1f:72:7b:46,-34,Open,2,fake
Residence-2558,3e:fd:c0:ab:45:35,-61,WPA2,4,real
Cafe3227!,ca:3d:ef:08:59:16,-83,WEP,1,fake
hotelguest2457,f6:d1:d3:81:29:73,-35,WPA3,1,fake
Lobby_Guest9037,63:8b:a8:80:69:75,-49,WPA3,9,fake
guest8308 _guest,e2:45:6b:30:ff:59,-55,WPA2,6,fake
Building-1598,59:68:91:88:3f:ef,-35,WEP,9,real
Tower-3955,9f:6e:85:1c:f8:b0,-30,Open,1,real
MyAP-7024,99:62:5b:fb:8d:42,-55,WPA2-Enterprise,9,real
Library_WiFi_2192,2f:9d:9f:0c:64:11,-61,WEP,7,fake
FreeWiFi_1881,e7:f6:bf:92:f3:87,-74,WPA2,2,fake
Linksys-6706,24:20:55:cf:03:a0,-34,WPA2-Enterprise,9,fake
TPLink_1009,7b:00:ac:bc:42:c5,-80,WPA2,11,real
NETGEAR_WiFi_1387,d9:9f:37:b2:bc:60,-80,Open,11,fake
Office_2608,0e:98:62:77:0f:62,-73,WPA2-Enterprise,13,real
FreeWiFi_6690,5a:6a:1e:ca:34:5f,-89,WPA2,12,fake
Anderson-7711,e2:83:7d:4f:00:7c,-77,WEP,6,real
Free-Free295,ff:6f:ad:d5:6b:13,-32,WPA2,11,fake
Dorm_8312,36:1e:4b:62:5c:cc,-89,WEP,8,real
Free_Free_6809,ea:e1:39:b9:73:6b,-60,WPA2-Enterprise,11,fake
Apartment_7447,d6:53:86:ad:70:be,-66,WPA2,6,real
Tower_8092,b0:3d:ba:f3:a2:72,-48,Open,6,real
Campus-4648,ff:5b:cc:ca:ac:b4,-83,WPA2-Enterprise,3,real
TPLink-4380,41:41:6c:4a:cf:4a,-89,WPA2-Enterprise,2,real
FreeWiFi 5674,ce:ab:1b:21:8d:66,-87,Open,13,fake
Shop-Shop108,2b:45:bd:39:85:5f,-32,WEP,10,fake
Public Library7692,b9:e3:fa:94:2b:e7,-39,WEP,8,fake
NETGEAR8184 Home,c9:74:8d:1b:8c:66,-64,WPA2-Enterprise,6,fake
Mall-7434,9c:61:41:e0:cf:23,-32,WEP,13,fake
FreeWiFi_450,3c:c7:37:c3:a8:87,-37,WPA3,1,fake
free3233,8d:c9:85:8f:1e:3a,-61,WPA3,11,fake
Linksys_9271,0c:77:32:b7:10:79,-60,WPA3,13,real
Linda_3151,43:12:d5:51:00:3a,-76,WPA2-Enterprise,7,real
John_9236,77:78:af:89:65:b6,-90,WEP,12,real
Office_2506,f9:49:d9:7f:3b:b1,-58,WPA2,12,real
vodafone-4401,b6:44:46:37:88:79,-75,Open,13,fake
Office6343,88:02:7b:bd:45:d1,-51,WEP,1,fake
Linda-5706,b0:98:1d:3e:ad:0c,-82,WPA3,10,real
Tower_1373,1f:db:c0:e9:81:e6,-32,WPA2,2,real
John_6071,38:df:81:71:28:8c,-50,WEP,12,real
Free Free 22,6a:61:cd:bc:fc:d4,-50,WPA3,4,fake
Home8380.,70:84:dc:f3:b1:e4,-74,WPA3,10,fake
NET_1777,fa:70:89:5b:40:18,-47,WPA2,9,real
bt_free_6868,8d:59:37:65:b5:1c,-75,Open,11,fake
BTGuest2492,7c:24:09:8b:7a:b1,-65,WEP,8,fake
McDonalds_WiFi_223,1d:7c:cd:ef:9e:3d,-54,WPA2,11,fake
Starbucks-2736,0f:0b:cb:68:7d:6f,-83,Open,7,fake
Linksys_2538,5d:41:ce:a7:b3:3e,-33,Open,8,real
Smith_371,ef:d1:f3:75:41:90,-67,WPA2-Enterprise,13,real
Dorm-7768,8e:0f:f9:3a:45:58,-69,WEP,9,real
Home_MyWiFi8520,cd:e5:47:4b:23:7f,-47,WEP,6,fake
Campus_163,5e:24:d8:6e:13:c1,-31,WPA2,13,real
Library_Free_9940,9a:53:99:6f:f4:8c,-72,Open,10,fake
cafe-cafe9819,c4:bf:c7:ff:d6:68,-68,WPA3,12,fake
Anderson_6144,f7:b7:ce:d3:d7:e7,-37,WPA3,11,real
Starbucks8422 Lobby,38:69:68:65:4c:27,-40,WEP,10,fake
Shop-Shop5744.,0c:6b:15:a2:f6:28,-41,WEP,10,fake
Home-6172,2a:c3:61:6f:3a:1c,-82,WPA3,8,real
Home_1474,d4:35:f3:da:4a:40,-75,WPA2-Enterprise,1,real
Hotel_Free_6510,cb:f8:0a:9f:4f:55,-83,WPA2-Enterprise,11,fake
Office-4651,11:c1:0e:a9:c7:43,-45,WPA2-Enterprise,12,real
Mall6624 Lobby,4e:0b:a8:ed:c1:ca,-63,WPA2,8,fake
Linksys-9520,9e:dd:82:92:41:0e,-33,Open,4,real
Shop8858-,49:00:d5:56:52:bf,-80,WPA2,4,fake
Tower_5384,d8:c7:de:c3:df:27,-62,WPA2-Enterprise,9,real
Lobby-Lobby4183,2a:76:97:40:42:6d,-60,WEP,8,fake
Home_9761,54:b2:17:c7:9b:98,-71,WEP,2,real
Linksys_4177,0f:57:c2:a2:11:1f,-86,Open,6,real
Building_9156,ab:ec:02:29:30:f3,-75,Open,9,real
bt8555 hotspot,d9:4b:9b:09:6b:74,-46,WEP,6,fake
mcdonalds-7347,f7:80:42:a5:fa:d5,-65,WPA2-Enterprise,6,fake
Residence-5589,03:c6:f9:c4:04:ef,-37,WEP,4,real
Dorm_225,b9:8f:3d:78:cd:e8,-76,WPA3,6,real
Apartment-7495,97:38:b9:cb:18:f4,-82,WPA3,8,real
MyAP_9801,be:fa:81:e4:22:67,-49,Open,5,real
TPLink_5643,53:a6:ca:6b:c0:61,-55,WPA2,8,real
FreeWiFi_1129,28:0b:7d:2f:8e:9e,-51,WPA2,10,fake
WiFi-WiFi6875,be:16:16:15:11:f3,-42,Open,2,fake
guestnet-guestnet5527_,47:ae:5c:ca:96:2f,-67,WEP,7,fake
Tower-9938,61:23:6e:d0:7a:87,-42,WPA2-Enterprise,7,real
FreeWiFi_9415,e3:75:51:bb:8c:8d,-85,Open,12,fake
TPLink-2454,49:f5:b3:40:fc:1e,-39,WPA2-Enterprise,5,real
Anderson_356,97:d8:ee:c5:88:7d,-82,Open,2,real
Smith-7423,e2:1e:ff:ad:03:08,-73,WEP,12,real
freewifi_8286,c1:86:ba:d8:b3:54,-73,WPA2,1,fake
Home_3690,dd:c5:ca:7c:ff:20,-45,WEP,2,real
Xfinity-iyt,57:9a:aa:69:5c:52,-69,WPA2,10,fake
Building_7755,a1:b3:0f:01:d9:f7,-40,WPA3,6,real
Free WiFi 5916,0f:84:98:0d:cc:0f,-76,Open,13,fake
Free_Shop1336,7c:a5:00:b3:92:e9,-40,Open,10,fake
mcdonalds5532 wifi,35:91:7a:00:0c:fe,-82,WPA2-Enterprise,13,fake
Home_2870,12:fb:8e:21:bf:ac,-68,WEP,2,real
Dorm_2732,06:57:3b:22:2d:41,-62,WPA3,4,real
TPLink_4518,61:15:c4:8e:fb:d8,-68,WPA2,6,real
Smith_2018,b9:4d:2d:b9:3b:48,-79,WPA2-Enterprise,6,real
MyWiFi_Free_4918,ee:d0:99:af:36:d6,-46,WPA3,12,fake
Linda_6333,9f:cb:f9:75:31:37,-65,WPA3,8,real
Airport-1350.,8f:70:27:5a:01:e7,-78,WPA2-Enterprise,5,fake
Campus_WiFi_4928,46:0a:cf:a5:24:55,-55,WPA2,4,fake
Linksys-3799,f1:29:de:c1:23:db,-42,WPA3,10,real
Network7073,e0:07:6d:e5:fc:c3,-77,WPA3,5,fake
NET_3915,d0:0e:dd:d2:0b:93,-84,WPA2-Enterprise,6,real
Campus-9676,6e:0d:e2:10:54:85,-89,WPA2,2,real
Linksys WiFi 383,af:dd:f2:22:45:18,-79,WPA2-Enterprise,7,fake
xfinity free 7991,a4:6f:16:5f:07:7e,-76,WPA2-Enterprise,10,fake
MyWiFi Free 3726,a3:21:42:1e:e6:7d,-54,WPA2-Enterprise,1,fake
Residence-8474,59:ab:18:2c:61:e9,-40,WPA3,13,real
free3 home,c6:37:11:46:b9:75,-37,Open,11,fake
Building-5G,cf:ee:fe:54:27:cd,-42,WPA3,6,real
Guest-3030,d5:cb:1d:f4:38:2f,-58,WPA2-Enterprise,5,fake
Anderson_618,d2:82:32:61:72:7a,-41,WPA3,7,real
MyWiFi-MyWiFi,76:78:9d:ef:1a:1c,-66,WPA3,13,fake
Lobby4027 Cafe,e3:33:27:13:11:8e,-62,WPA3,2,fake
Office-7287#,ab:50:f8:41:26:e7,-72,Open,11,fake
Home4371,33:6f:df:b7:3e:f4,-67,Open,11,fake
Campus_1827,f4:40:16:31:17:35,-57,WEP,9,real
Cafe-9247,89:06:fb:31:84:9b,-54,WEP,5,fake
Free-Free2488-,82:b7:bd:2b:19:28,-38,WEP,7,fake
Office_5807,9c:f4:06:d6:4d:29,-37,WPA3,2,real
FreeGuest6628,c9:ab:fc:95:18:f8,-59,Open,7,fake
Tower-6732,a0:90:e9:7b:3f:72,-33,Open,9,real
Anderson_7870,f0:7e:73:16:e6:d5,-69,Open,6,real
xfinity7759,e7:d9:17:70:cf:fb,-68,WPA2-Enterprise,7,fake
WiFi9051,0c:d0:01:e2:fa:62,-47,Open,9,fake
AirportGuest1002!,a4:16:83:df:50:7d,-69,WPA3,4,fake
Airport5376,5f:63:9a:e0:1c:3a,-45,Open,10,fake
Linksys_8870,e2:a0:14:c1:e7:c1,-48,WPA3,3,real
Tower_9221,1a:2e:88:cd:b3:39,-43,WEP,5,real
wifi8398-,34:95:9d:1f:ce:05,-60,WPA3,11,fake
Residence-4426,36:7d:6f:fd:a8:af,-82,Open,3,real
FreeWiFi_6286_,f8:e8:e9:24:b5:66,-53,WPA3,13,fake
TPLink_442,95:95:92:79:cf:a2,-74,WPA2-Enterprise,1,real
Hotspot-Hotspot3209,0b:79:e3:94:0b:62,-89,WPA2,5,fake
NET-4186,40:df:3c:1a:8b:eb,-75,WPA2,12,real
McDonaldsGuest5201.,4a:79:1c:e8:dc:41,-38,WPA2-Enterprise,13,fake
Linda-1854,ed:72:f4:72:12:3a,-58,WPA2-Enterprise,13,real
shop linksys7968,3f:f9:f1:1b:f9:4a,-63,WPA2-Enterprise,9,fake
Dorm-7715,d6:c8:1f:6e:5a:98,-71,WPA3,5,real
NET-5203,7f:44:87:12:73:b9,-60,WPA2-Enterprise,11,real
Hotspot-Hotspot5063!,31:3b:9d:d2:90:d8,-72,Open,12,fake
MyWiFi3382 Shop,09:6c:94:d7:a2:c3,-61,WPA2,2,fake
Campus_2966,4b:b2:8c:29:80:77,-80,WPA2,1,real
_Guest_Guest6898,fc:d1:55:6f:56:ab,-89,WEP,10,fake
Tower_5398,f3:37:60:13:f2:95,-47,Open,11,real
Campus-5363,b1:45:27:cc:f2:77,-44,WPA2-Enterprise,9,real
airport_wifi_9194,c1:5d:81:da:ff:74,-72,Open,2,fake
MyAP_3366,3a:e4:2d:e4:9b:8e,-86,WPA2,2,real
NETGEAR-3891,74:57:58:e5:b9:e5,-64,WPA2-Enterprise,11,fake
XfinityGuest4491,8c:52:72:39:2a:b6,-40,WPA3,10,fake
Lobby_Free7323,6a:f9:6a:8c:e5:16,-53,Open,11,fake
Hotel1866,5e:5f:7b:24:bb:fe,-59,WEP,6,fake
Tower-2667,46:ad:f4:f4:dd:c9,-88,Open,7,real
Network-Network2789,94:b2:f8:50:78:3e,-86,Open,3,fake
Office-3175,df:ad:6b:4c:4c:6e,-59,WEP,13,real
Starbucks_Free_2,5d:63:b4:21:c7:e9,-52,Open,13,fake
Smith-9893,54:76:c6:f2:d5:a0,-85,WPA2,3,real
Linksys_5838,c7:8c:36:23:74:37,-79,WPA2-Enterprise,10,real
Dorm-7235,d7:8f:96:1b:2a:3f,-39,Open,5,real
Linksys3479 Cafe,f8:6b:5a:ec:b1:ca,-35,WPA3,11,fake
Campus_3701,ab:df:7c:5b:9b:62,-87,Open,4,real
Campus-2579,c7:c4:d7:df:f4:9e,-73,Open,6,real
Tower_9478,eb:4b:f0:5d:5f:6e,-35,WPA3,4,real
MyAP_6443,5c:85:5f:c8:af:a6,-76,WPA3,12,real
MyWiFiGuest108,d7:da:2a:ea:38:c4,-49,WPA2-Enterprise,2,fake
Office8036,8f:8d:a0:ec:de:f1,-63,WPA2-Enterprise,6,fake
bt-4620,4d:69:44:74:6c:3a,-79,WPA3,7,fake
Office-1182,11:ee:42:19:45:4a,-45,WPA3,13,real
McDonaldsGuest3183,2f:01:19:70:8b:c1,-57,WPA3,8,fake
Dorm_6650,ea:03:e1:46:bc:d3,-40,WEP,9,real
mcdonalds_wifi_2608,37:47:4f:c3:b3:50,-90,WEP,12,fake
Apartment-3768,ee:5d:c9:be:31:03,-57,WPA3,10,real
Apartment_2096,3f:6b:40:2f:84:ae,-30,Open,6,real
Linda-2589,98:3d:57:04:25:3e,-57,Open,4,real
NET_9259,da:4d:f7:9f:79:56,-79,WPA2-Enterprise,9,real
Linksys_9784,2f:22:1a:48:3c:42,-57,WPA3,13,real
Smith_387,fd:47:0f:fc:cd:f8,-81,Open,5,real
Linksys3205 Lobby,6f:8c:49:71:95:95,-64,WEP,11,fake
xfinity_free_2155,93:35:46:b4:2e:a2,-35,WPA2,3,fake
TPLink Free 7360,8a:1d:ec:35:67:52,-43,Open,11,fake
Mall_Free_3028,0d:98:05:ca:df:e6,-55,WPA3,12,fake
FreeWiFi_5866,28:71:6e:46:79:90,-41,Open,11,fake
campus4241 public-,3a:12:7b:f9:33:44,-71,WPA3,10,fake
Anderson-4636,6a:c6:a6:dc:f2:e2,-83,WPA2-Enterprise,9,real
FreeGuest4258,4a:aa:c8:f1:a9:04,-45,Open,6,fake
MyWiFi3725,3c:c1:be:ba:80:c4,-68,WPA2,1,fake
Linksys-540,31:34:20:9d:a2:f5,-81,Open,13,real
Public_Linksys4787,45:aa:44:42:92:29,-30,WPA2-Enterprise,5,fake
FreeWiFi_8327,db:cc:73:58:2e:75,-49,Open,6,fake
Linksys3798 Secure,63:ad:42:fd:0e:7d,-62,WEP,6,fake
Linksys_99,b1:50:7e:05:b4:ce,-71,WEP,9,real
lobby_xfinity9614.,9a:f0:73:02:60:b5,-38,WEP,3,fake
Dorm-3072,8d:0f:24:91:3b:80,-37,Open,12,real
Smith_4418,f2:ef:6d:94:3e:16,-52,WPA2,7,real
AirportGuest7314,a6:4d:1b:54:b2:9a,-50,WPA2-Enterprise,8,fake
NET-8615,24:4b:90:a8:98:c0,-83,WPA3,8,real
Home-Home9706,32:33:ca:76:f1:42,-89,WPA3,11,fake
Airport-1398,0f:d5:26:08:3d:4a,-85,WPA2-Enterprise,8,fake
freewifi_8010,db:3b:f4:88:6a:a9,-44,WPA2,9,fake
Residence-9102,28:41:6d:bf:4c:47,-71,WEP,8,real
Hotel-2246,51:2c:44:4f:c0:6f,-65,WEP,8,fake
Residence-8444,8e:f6:9d:45:7f:fe,-63,WPA3,9,real
Office-6800,70:8a:bd:09:7e:e2,-65,WPA2-Enterprise,13,real
MyAP_4258,13:62:b5:ec:a5:e8,-90,WEP,11,real
Anderson_6568,cc:30:a8:01:a5:cb,-65,Open,7,real
NETGEAR-7331,eb:d2:cb:58:04:51,-35,WPA2-Enterprise,13,fake
John_3567,b9:65:83:2c:34:b3,-51,WEP,12,real
NET_Guest,93:b1:16:6d:01:d0,-50,WPA3,12,real
Free_Free_2338,31:00:d1:53:80:31,-41,WEP,13,fake
Residence-6916,2f:0e:5a:2c:33:6b,-40,WPA2-Enterprise,11,real
McDonalds WiFi 4050,b4:f1:62:50:d1:4a,-68,WPA2,9,fake
Residence_6103,e6:a2:97:ad:65:62,-76,WPA2,7,real
McDonaldsGuest4480,5b:a9:ba:b1:0e:9d,-53,WPA3,11,fake
Hotspot-Hotspot4388,39:87:7b:c7:45:d5,-49,WPA2-Enterprise,8,fake
lobby4485,4b:92:63:2e:25:41,-74,WPA2-Enterprise,6,fake
HotelGuest1932,34:84:78:8a:08:ea,-74,WPA3,10,fake
Smith-7943,b8:89:c5:45:51:36,-83,Open,7,real
Linksys-3841,33:80:6d:2f:b7:79,-40,WPA3,9,real
John_3827,c1:ec:c6:bd:85:d1,-57,WPA3,11,real
Tower_7880,b4:e7:c3:7b:ef:04,-49,WEP,5,real
